Version,3.0.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
pordescr,por,descr,Descrição,"Uma descrição detalhada de uma medida, método ou atributo.","Uma descrição da peça que sirva para uma apresentação clara da peça para um público amplo, incluindo pessoal técnico e não técnico. Uma descrição deve permitir que qualquer pessoa que gere dados de vigilância ambiental saiba como identificar e registrar seus elementos de dados no ODM. partReference pode ser usada para descrever uma peça com mais detalhes.",2.0.0,2.0.0,added in V2.0.0,
pordescrChange,por,descrChange,Descrição da alteração,Uma descrição da alteração em uma parte em relação à versão anterior.,NA,2.0.0,2.0.0,added in V2.0.0,
pordesk,por,desk,Mesa ou balcão,"Mesa, balcão, bancada ou outra superfície de trabalho plana.",NA,2.0.0,2.0.0,added in V2.0.0,
pordeso,por,deso,Sólidos desidratados,Sólidos desidratados.,NA,1.0.0,2.0.0,NA,
pordet,por,det,Detectado,Substância detectada ou não detectada.,"VERDADEIRO = detectado, FALSO = não detectado",1.1.0,2.0.0,description wording.,
pordetailsDep,por,detailsDep,Acesso a detalhes depreciados,Mais detalhes sobre os requisitos de confidencialidade existentes para esta medição.,NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema",
pordetLinClade,por,detLinClade,Nome da linhagem ou clado detectado,"A medição para relatar informações de linhagem ou clado detectadas - usada como ""outro"" para medições ainda não capturadas na estrutura do ODM.",Mais útil se agrupado em um conjunto de medições com outras medidas relevantes.,3.0.0,3.0.0,added in V3.0.0,
pordev,por,dev,Variante desescalonada,Uma determinada ameaça microbiana foi desescalada; uma variante desescalada - diferentes instituições podem usar critérios diferentes para atribuir este nível de ameaça.,NA,3.0.0,3.0.0,added in V3.0.0,
pordevelopment,por,development,Desenvolvimento,Indicador de que uma peça está em desenvolvimento. Consulte partID = status.,NA,2.0.0,2.0.0,added in V2.0.0,
pordictionaryRefTableSet,por,dictionaryRefTableSet,Conjunto de tabelas de referência do dicionário,Tabelas de referência ou consulta.,"Por exemplo, a tabela de partes descreve todos os elementos do ODM, incluindo tabelas, cabeçalhos de tabela, medidas, métodos, categorias e unidades. Conjuntos são coleções de partes. Por exemplo, as unidades podem ser agrupadas em um conjunto de unidades. Idiomas e traduções oferecem suporte a traduções.",2.0.0,2.0.0,added in V2.0.0,
pordictionarySupport,por,dictionarySupport,Folhas adicionais do dicionário,Planilhas adicionais para a versão Excel do dicionário ODM.,Planilhas ou guias para o dicionário Excel do ODM incluem: todas as tabelas ERD (tabelas de consulta e tabelas de entrada de dados) e tabelas de suporte adicionais.,2.0.0,2.0.0,added in V2.0.0,
pordictSets,por,dictSets,Tipo de conjunto do dicionário,Conjuntos usados para descrever e agrupar tabelas do dicionário.,NA,2.0.0,2.0.0,added in V2.0.0,
pordilFact,por,dilFact,Fator de diluição,Especifica a extensão em que uma amostra ou alíquota foi diluída antes da análise.,"O fator de diluição é relatado como uma medida sem unidade, onde um valor de 10 indica uma diluição de 10:1.",2.0.0,2.0.0,added in V2.0.0,
pordillute,por,dillute,Diluições pontuais,Concentração ou diluições exatas para gerar uma curva padrão.,NA,2.0.0,2.0.0,added in V2.0.0,
pordilution,por,dilution,Classe de diluição,Medidas e métodos relacionados a diluições.,NA,2.0.0,2.0.0,added in V2.0.0,
pordiptheriaGrp,por,diptheriaGrp,Grupo da difteria,Um grupo de medidas/métodos relacionados à bactéria difteria.,Usado para descrever as informações do organismo para medidas gerais.,2.2.0,2.2.0,added in V2.2.0,
pordiscovar,por,discovar,DISCOVAR de novo,Um software de sequenciamento que é um montador otimizado para dados Illumina no sequenciamento do genoma completo.,NA,3.0.0,3.0.0,added in V3.0.0,
pordisease,por,disease,Classe de doenças (humanas),Medida e métodos relacionados a doenças ou infecções em humanos.,NA,2.0.0,2.0.0,added in V2.0.0,
pordissGasUnitSet,por,dissGasUnitSet,Conjunto de unidades de concentração de gás dissolvido,Conjunto de unidades para medições de concentrações de dióxido de carbono na água ou no ar.,NA,2.0.0,2.0.0,added in V2.0.0,
pordissOxy,por,dissOxy,Oxigênio dissolvido,Medida de oxigênio dissolvido em meio líquido.,NA,3.0.0,3.0.0,added in V3.0.0,
pordna,por,dna,Modelo de DNA,O molde de ácido desoxirribonucleico (DNA) é usado para PCR ou sequenciamento.,NA,2.0.0,2.0.0,added in V2.0.0,
pordnaFragLen,por,dnaFragLen,Comprimento do fragmento de DNA,O comprimento do fragmento de DNA gerado por cisalhamento mecânico ou digestão enzimática para fins de preparação de biblioteca.,NA,3.0.0,3.0.0,added in V3.0.0,
pordnaPrep,por,dnaPrep,Nextera DNA Flex/DNA Prep Library Prep Kit,"Kit de Preparação de Biblioteca Nextera DNA Flex, agora chamado de DNA Prep, da Illumina. Um kit de preparação de biblioteca flexível, baseado em transposase, para uma ampla gama de quantidades de entrada de DNA, adequado para DNA microbiano e humano.",NA,3.0.0,3.0.0,added in V3.0.0,
pordnaRNAshield,por,dnaRNAshield,DNA/RNA Shield,"Uma solução estabilizadora para ácidos nucleicos em amostras, incluindo águas residuais, protegendo contra degradação à temperatura ambiente.",NA,3.0.0,3.0.0,added in V3.0.0,
pordnc,por,dnc,Dados não coletados,"Um valor de ausência para quando os dados não foram medidos ou coletados; uma análise não foi realizada, etc.",Indicador de valor ausente quando o valor nunca foi coletado e deveria estar ausente.,3.0.0,3.0.0,added in V3.0.0,
pordnvE,por,dnvE,Gene E do vírus da dengue,Alvo genético específico para dengue tipo 2.,NA,3.0.0,3.0.0,added in V3.0.0,
pordnvNS5,por,dnvNS5,Gene NS5 do vírus da dengue,Alvo genético específico para dengue tipo 1.,NA,3.0.0,3.0.0,added in V3.0.0,
pordnvprM,por,dnvprM,Gene prM do vírus da dengue,Alvo genético específico para dengue tipo 3 e 4.,NA,3.0.0,3.0.0,added in V3.0.0,
pordoc,por,doc,Profundidade de cobertura,"O número médio de leituras que representam um determinado nucleotídeo na sequência reconstruída, fornecido como um valor como uma dobra de cobertura.",Usado para interpretar a confiança na presença ou quantidade de uma variante.,2.0.0,2.0.0,Issue #120,
pordomain,por,domain,Domínio,Domínio é o nível mais alto de descrição de uma medida.,"O ID do domínio que corresponde a uma determinada parte. Aplicável principalmente a medidas, métodos, unidades e agregações.",2.0.0,2.0.0,added in V2.0.0,
pordomains,por,domains,Domínios,"Existem três tipos de domínio: biológico (por exemplo, Covid-19), químico (por exemplo, nitrogênio) e físico (temperatura).",NA,2.0.0,2.0.0,added in V2.0.0,
pordomSurv,por,domSurv,Vigilância de centros de viagens domésticas,"Uma estratégia de vigilância na qual as águas residuais produzidas em centros de transporte ou veículos de transporte são monitoradas, relacionadas a viagens domésticas.",NA,3.0.0,3.0.0,added in V3.0.0,
pordorm,por,dorm,Dormitório ou edifício residencial de ensino superior,Domicílio ou edifício residencial de ensino superior,NA,2.0.0,2.0.0,added in V2.0.0,
pordpcr,por,dpcr,PCR digital (dPCR),Descreve uma análise de PCR realizada usando tecnologia de PCR digital (geral).,NA,2.2.0,2.2.0,added in V2.2.0,
pordPCRinst,por,dPCRinst,Instrumentos de PCR digital (dPCR),"Instrumentos de PCR digital permitem a quantificação absoluta sem a necessidade de curvas padrão (por exemplo, Bio-Rad QX200).",NA,3.0.0,3.0.0,added in V3.0.0,
pordra,por,dra,Arquivo de leitura de sequências DDBJ (DRA),Arquivo de leitura de sequência (DRA) do Banco de Dados de DNA do Japão (DDBJ).,NA,3.0.0,3.0.0,added in V3.0.0,
pordrain,por,drain,Esgoto (dreno),"Um cano que transporta água ou esgoto para longe de um local, ou uma abertura em uma superfície que leva a esse cano.",NA,2.2.3,2.2.3,added in v2.2.3,
pordrugSurv,por,drugSurv,Vigilância de medicamentos,O objetivo da amostragem/medição é monitorar o uso de drogas em uma população.,NA,3.0.0,3.0.0,added in V3.0.0,
pords,por,ds,Tabela de conjuntos de dados Abreviaturas,O nome abreviado usado para referenciar a tabela de relatórios para capturar detalhes sobre o conjunto de dados parentais e os responsáveis pelos dados. Fornecendo atribuição para os coletores de dados.,tabela,2.2.2,2.2.2,added in V 2.2.2,
porduration,por,duration,Duração de um método,"A duração de um determinado método, conforme descrito nos protocolos.",NA,2.2.0,2.2.0,added in V2.2.0,
pore156g,por,e156g,Alvo do gene da variante delta e156g,e156g Gene alvo da mutação da variante delta,NA,2.0.0,2.0.0,added in V2.0.0,
pore484a,por,e484a,Alvo do gene da variante omicron e484a,Gene alvo da mutação da variante ômicron e484a,NA,2.0.0,2.0.0,added in V2.0.0,
poreaec,por,eaec,Escherichia coli enteroagregativa (EAEC),Escherichia coli enteroagregativa (EAEC),NA,2.2.0,2.2.0,added in V2.2.0,
poreager,por,eager,EAGER,"Uma ferramenta de pipeline de controle de qualidade para sequenciamento de dados de DNA antigo, fornecendo filtragem de qualidade, estimativas de contaminação e outras métricas de controle de qualidade.",NA,3.0.0,3.0.0,added in V3.0.0,
poreasySeqNGS,por,easySeqNGS,Kit EasySeq NGS Targeted Capture,"Kit de Captura Direcionada EasySeq NGS da Niimagen. Um kit de preparação de biblioteca e captura direcionada em um só lugar, ideal para painéis pequenos.",NA,3.0.0,3.0.0,added in V3.0.0,
porebv,por,ebv,Vírus Epstein-Barr (EBV),"Vírus Epstein-Barr (EBV), anteriormente conhecido como Gammaherpesvírus Humano 4",NA,2.2.0,2.2.0,added in V2.2.0,
porecl20,por,ecl20,Licença Comunitária Educacional v2.0,O licenciamento para a medida ou conjunto de dados é gerenciado pela Licença de Comunidade Educacional v2.0.,NA,2.2.0,2.2.0,added in V2.2.0,
porecoli,por,ecoli,Escherichia coli,"Concentração de bactérias que são transmitidas pelas fezes de humanos, animais de criação e animais selvagens",NA,2.0.0,2.0.0,added in V2.0.0,
porecoliGrp,por,ecoliGrp,Grupo Escherichia coli,Um grupo de medidas/métodos relacionados à bactéria Escherichia coli.,Usado para descrever as informações do organismo para medidas gerais.,2.2.0,2.2.0,added in V2.2.0,
poredenV1,por,edenV1,Conjunto de primers Eden V1,"Uma estratégia de amplicon desenvolvida por John-Sebastian Eden com primers para SARS-CoV-2 e atributos da versão 1.0.0, que produz amplicons com aproximadamente 2500 pb de comprimento.",NA,3.0.0,3.0.0,added in V3.0.0,
poredFac,por,edFac,Instalação educacional,Uma escola ou Outra instituição educacional não especificada.,NA,3.0.0,3.0.0,added in V3.0.0,
poreducation,por,education,Educação,Uma medida ou amostra coletada para fins educacionais ou de treinamento.,"Use este propósito, por exemplo, ao ensinar como usar o PHES-ODM.",2.0.0,2.0.0,added in V2.0.0,
porefficient,por,efficient,Eficiência,A eficiência relatada para uma curva padrão.,NA,2.0.0,2.0.0,added in V2.0.0,
poreffluNS,por,effluNS,Efluente de águas residuais - não especificado,"O material da amostra é efluente de águas residuais - se primário, secundário ou outro, não é especificado.",NA,3.0.0,3.0.0,added in V3.0.0,
porehec,por,ehec,Escherichia coli enterohemorrágica (EHEC),Escherichia coli enterohemorrágica (EHEC),NA,2.2.0,2.2.0,added in V2.2.0,
poreiec,por,eiec,Escherichia coli enteroinvasiva (EIEC),Escherichia coli enteroinvasiva (EIEC),NA,2.2.0,2.2.0,added in V2.2.0,
porelectricPotentSet,por,electricPotentSet,Conjunto de unidades de potencial elétrico,Conjunto de unidades para medições de potencial elétrico.,NA,3.0.0,3.0.0,added in V3.0.0,
poreluate,por,eluate,Eluato/material de filtro ressuspenso retido,"A fração do eluato, ou material ressuspenso da filtração, é retida após a separação/centrifugação dos sólidos.",NA,2.2.0,2.2.0,added in V2.2.0,
porelutionBuff,por,elutionBuff,Tampão de eluição,O tampão de eluição é usado para ressuspender o material.,NA,2.2.0,2.2.0,added in V2.2.0,
poremail,por,email,E-mail de contato,Endereço de e-mail de contato do laboratório.,NA,1.0.0,2.0.0,added in V2.0.0,
porembossCons,por,embossCons,Emboss Cons,"O software de sequenciamento, que faz parte do pacote EMBOSS, gera sequências de consenso a partir de múltiplos alinhamentos.",NA,3.0.0,3.0.0,added in V3.0.0,
poremergSurv,por,emergSurv,Programa de vigilância direcionada de emergência,Uma estratégia de vigilância direcionada que é considerada importante e/ou urgente.,NA,3.0.0,3.0.0,added in V3.0.0,
porena,por,ena,Arquivo Europeu de Nucleotídeos (ENA),Arquivo Europeu de Nucleotídeos (ENA).,NA,3.0.0,3.0.0,added in V3.0.0,
porenaForm,por,enaForm,Formato ENA,O conjunto de dados foi originalmente registrado e/ou armazenado no formato ENA.,NA,3.0.0,3.0.0,added in V3.0.0,
porenaMap,por,enaMap,Coluna de mapeamento da Associação Europeia de Nucleotídeos,Cabeçalho ENA,NA,2.0.0,2.0.0,added in V2.0.0,
porenaNotes,por,enaNotes,Associação Europeia de Nucleotídeos (ENA) - notas,Notas ENA,NA,2.0.0,2.0.0,added in V2.0.0,
porenterobase,por,enterobase,Arquivos Enterobase,Arquivos Enterobase.,NA,3.0.0,3.0.0,added in V3.0.0,
porenterovirus,por,enterovirus,Enterovírus,Enterovírus,NA,2.2.0,2.2.0,added in V2.2.0,
porenterovirusGrp,por,enterovirusGrp,Grupo de enterovírus,Um grupo de medidas/métodos relacionados a enterovírus.,Usado para descrever as informações do organismo para medidas gerais.,2.2.0,2.2.0,added in V2.2.0,
porenumeration,por,enumeration,Enumeração para valores definidos,"O valor numérico que corresponde a um determinado valor em um conjunto, definido na tabela de conjuntos.",NA,2.2.0,2.2.0,added in V2.2.0,
porenviroInst,por,enviroInst,Sondas de temperatura e pH,"Instrumentos de sondagem local para temperatura ou pH; permitem o monitoramento das condições ambientais em locais, por exemplo.",NA,3.0.0,3.0.0,added in V3.0.0,
porenvRnF,por,envRnF,Precipitação,"Precipitação, ou seja, quantidade de precipitação na forma de chuva.",NA,1.0.0,2.0.0,"description wording, structure",
porenvSnwD,por,envSnwD,Profundidade da neve no solo,Profundidade total de neve no solo.,NA,1.0.0,2.0.0,"description wording, structure",
porenvSnwF,por,envSnwF,Queda de neve,"Queda de neve, ou seja, quantidade de precipitação na forma de neve.",NA,1.0.0,2.0.0,"description wording, structure",
porepec,por,epec,Escherichia coli enteropatógena (EPEC),Escherichia coli enteropatogênica (EPEC),NA,2.2.0,2.2.0,added in V2.2.0,
porepiDate,por,epiDate,Data do episódio,"A data do episódio é a mais antiga entre o início, o teste ou a data relatada.",NA,1.0.0,2.0.0,depreciate,
porepiMean,por,epiMean,Média EpiWeek,A média de todas as medições realizadas em uma epiweek.,NA,3.0.0,3.0.0,added in V3.0.0,
porepiWeek,por,epiWeek,Número EpiWeek,O número da epiweek em que uma amostra foi coletada ou à qual uma medida se aplicaria.,Usado em conjunto com o campo epiYear.,3.0.0,3.0.0,added in V3.0.0,
porepiWeekStart,por,epiWeekStart,Data de início EpiWeek,"Data de início de uma determinada epiweek. Observe que nem todas as epiweeks usam as mesmas datas de início, apesar de serem um padrão; portanto, incluir a data de início resolve a possível ambiguidade.",NA,3.0.0,3.0.0,added in V3.0.0,
porepiYear,por,epiYear,Ano da EpiWeek,O ano em que a epiweek está ocorrendo.,Usado em conjunto com o campo epiWeek.,3.0.0,3.0.0,added in V3.0.0,
porepl10,por,epl10,Licença Pública Eclipse 1.0,O licenciamento da medida ou conjunto de dados é gerenciado pela Eclipse Public License 1.0.,NA,2.2.0,2.2.0,added in V2.2.0,
porepl20,por,epl20,Licença Pública Eclipse 2.0,O licenciamento da medida ou conjunto de dados é gerenciado pela Eclipse Public License 2.0.,NA,2.2.0,2.2.0,added in V2.2.0,
porequation,por,equation,Equação,A equação utilizada no cálculo/tratamento de dados.,NA,3.0.0,3.0.0,added in V3.0.0,
porerdTableSet,por,erdTableSet,Conjunto de tabelas ERD,Todas as tabelas listadas no Diagrama de Relacionamento de Entidades.,"O modelo ODM completo é comumente chamado de tabelas ""longas"", pois armazena dados com uma medição por linha.",2.0.0,2.0.0,added in V2.0.0,
poreSarbec,por,eSarbec,Alvo do gene E sars-cov-2 específico do Sarbecovirus,Gene-alvo específico para Sarbecovirus E. sars-cov-2,NA,2.0.0,2.0.0,added in V2.0.0,
poresbl,por,esbl,Genes codificadores de ESBL,Genes codificadores de beta-lactamase de espectro estendido.,NA,2.1.0,2.1.0,added in V2.1.0,
poresp,por,esp,Preparação de amostras com base em exclusões (ESP),Preparação de amostra baseada em exclusões (ESP),NA,2.2.0,2.2.0,added in V2.2.0,
porestFreqReads,por,estFreqReads,Frequência estimada de leituras,Frequência estimada de leituras em um ensaio de sequenciamento,NA,2.0.0,2.0.0,added in V2.0.0,
porestimate,por,estimate,Dados estimados,"Dados estimados, dados que devem ser entendidos como uma estimativa, possivelmente não obtidos diretamente de medições de amostra.",NA,3.0.0,3.0.0,added in V3.0.0,
porestuary,por,estuary,"Estuário, corpo de água natural","Estuário, corpo d'água natural",NA,1.0.0,2.0.0,"description wording, structure",
poretec,por,etec,Escherichia coli enterotoxigênica (ETEC),Escherichia coli enterotoxigênica (ETEC),NA,2.2.0,2.2.0,added in V2.2.0,
poreupl11,por,eupl11,Licença Pública da União Europeia 1.1,O licenciamento para a medida ou conjunto de dados é gerenciado pela Licença Pública da União Europeia 1.1.,NA,2.2.0,2.2.0,added in V2.2.0,
poreupl12,por,eupl12,Licença Pública da União Europeia 1.2,O licenciamento para a medida ou conjunto de dados é gerenciado pela Licença Pública da União Europeia 1.2.,NA,2.2.0,2.2.0,added in V2.2.0,
poreve,por,eve,Noite,"A amostra foi coletada à noite, no final do dia.",NA,3.0.0,3.0.0,added in V3.0.0,
porexceptions,por,exceptions,Exceções Tipo de peça,Um tipo de parte de exceção para uso na criação de nomes amplos que não seguem a estrutura geral.,NA,2.0.0,2.0.0,added in V2.0.0,
porexoNnsp14,por,exoNnsp14,Gene exon do SARS-CoV-2 (nsp14),Gene exon do SARS-CoV-2 (nsp14),NA,3.0.0,3.0.0,added in V3.0.16,
porexpec,por,expec,Escherichia coli patogênica extraintestinal (ExPEC),Escherichia coli patogênica extraintestinal (ExPEC),NA,2.2.0,2.2.0,added in V2.2.0,
porexpFail,por,expFail,Experimento falhou,O experimento de PCR falhou. Nenhum valor relatado.,O valor deve estar em branco para uma medida com este valor de qualityFlag.,2.0.0,2.0.0,added in V2.0.0,
porextBlank,por,extBlank,Extração em branco - Controle,Indicador binário S/N para verificar se o branco de extração foi utilizado como controle para o processo de extração de ácido nucleico.,NA,2.2.0,2.2.0,added in V2.2.0,
porextract4s,por,extract4s,Método 4s,Extração de ácido nucleico realizada pelo método 4s.,NA,2.0.0,2.0.0,added in V2.0.0,
porextraction,por,extraction,Método de extração de ácido nucleico,Descrição do método de extração de ácido nucleico.,Descrição do método usado para extrair a amostra,1.0.0,2.0.0,description wording add categories from NWSS,
porextractRecov,por,extractRecov,Porcentagem de recuperação da extração,A porcentagem de composto adicionado ou endógeno utilizada para avaliar a recuperação da extração de ácidos nucleicos.,NA,3.0.0,3.0.0,added in V3.0.0,
porextractSet,por,extractSet,Conjunto de extração de ácido nucleico,Conjunto utilizado para armazenar todos os valores de categoria válidos para o método de extração de ácido nucleico.,NA,2.0.0,2.0.0,added in V2.0.0,
porexvol,por,exvol,Volume de extração da amostra,Volume de extração da amostra.,Tamanho da amostra analisada.,1.0.0,2.0.0,description wording and unit set,
porf456l,por,f456l,Mutação F456L,A mutação F456L da variante FLiRT/SLip.,NA,2.2.0,2.2.0,added in V2.2.0,
porfaeces,por,faeces,Matéria fecal,Matéria fecal.,NA,1.0.0,2.0.0,NA,
porfaFlow,por,faFlow,Fast-flowing,Qualidade de um corpo d'água com fluxo rápido.,NA,3.0.0,3.0.0,added in V3.0.0,
porfah,por,fah,Graus Fahrenheit,Unidade de temperatura: graus Fahrenheit.,NA,3.0.0,3.0.0,added in V3.0.0,
porfarm,por,farm,Fazenda,"Área agrícola, edifício ou extensão de terra. Usado para o cultivo de lavouras ou pastagem de gado, incluindo quaisquer edifícios.",NA,3.0.0,3.0.0,added in V3.0.0,
porfastMLST,por,fastMLST,FastMLST,"FastMLST. Foco: MLST leve e sorotipagem a partir de genomas montados ou leituras brutas. Aplicações: Ampla variedade de espécies bacterianas. Características: Rápido e simples, projetado para uso rotineiro.",NA,3.0.0,3.0.0,added in V3.0.0,
porfastp,por,fastp,FASTP,"Um aplicativo de processamento de dados de sequenciamento que combina controle de qualidade, ajuste de adaptadores, filtragem e correção de erros.",NA,3.0.0,3.0.0,added in V3.0.0,
porfastQC,por,fastQC,FastQC,Uma ferramenta de controle de qualidade de processamento de dados de sequenciamento que fornece métricas visuais sobre a qualidade da leitura bruta.,NA,3.0.0,3.0.0,added in V3.0.0,
porfastqScreen,por,fastqScreen,FASTQ Screen,"Um software de dehosting que verifica as leituras em relação a múltiplos genomas de referência, incluindo genomas hospedeiros, para remover contaminação.",NA,3.0.0,3.0.0,added in V3.0.0,
porfastUniq,por,fastUniq,FastUniq,Um método de desduplicação projetado especificamente para remover duplicatas em dados de sequenciamento de extremidades pareadas.,NA,3.0.0,3.0.0,added in V3.0.0,
porfastXTools,por,fastXTools,FASTX Toolkit,"Um aplicativo de processamento de dados de sequenciamento que fornece várias funções para processamento FASTQ, incluindo filtragem de qualidade.",NA,3.0.0,3.0.0,added in V3.0.0,
porfColiphage,por,fColiphage,Colifago macho-específico (F+) - geral,Colifago específico para machos (F+) - geral,NA,2.2.0,2.2.0,added in V2.2.0,
porfDNA,por,fDNA,Colifago F+ DNA,Colífago de DNA F+,NA,2.2.0,2.2.0,added in V2.2.0,
porfecalCol,por,fecalCol,Contagem de coliformes fecais,Medida da prevalência de coliformes fecais,NA,3.0.0,3.0.0,added in V3.0.0,
porfecContam,por,fecContam,Contaminação fecal,Uma qualidade de contaminação na qual a matéria fecal é um componente-chave da contaminação.,NA,3.0.0,3.0.0,added in V3.0.0,
porfield,por,field,Amostra de campo,Especifica uma amostra retirada do campo; coletada diretamente de uma área para teste.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
porfieldReplicate,por,fieldReplicate,Replicata de amostra de campo,Uma amostra dividida em duas ou mais partes homogêneas.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
porfileLocation,por,fileLocation,Localização do arquivo do polígono,A localização do arquivo que contém a geometria do polígono.,Caminho do arquivo especificado ou uma URL,1.0.0,2.0.0,"partID chaned to ""fileLoaction"" specifying where the file is, not the whole file itself.",
porfilt,por,filt,Filtragem,Descreve a separação de sólidos de uma amostra de águas residuais por filtração. Prossegue com a concentração ou análise adicional do filtrado líquido.,NA,2.0.0,2.0.0,added in V2.0.0,
porfiltInst,por,filtInst,Unidades de filtragem,"Instrumentos de filtração; removem partículas grandes ou concentram alvos (por exemplo, filtração de fluxo tangencial).",NA,3.0.0,3.0.0,added in V3.0.0,
porfiNa,por,fiNa,Primeira nação,Usado para categorizar um depósito de amostras que seja uma Primeira Nação ou em terras de reserva.,"Provavelmente para uso interno, dados indígenas podem e não devem ser compartilhados sem o consentimento explícito da nação em questão.",2.0.0,2.0.0,added in V2.0.0,
porfinVol,por,finVol,Volume final,O volume final de uma solução ou amostra de teste.,NA,2.2.0,2.2.0,added in V2.2.0,
porfirstName,por,firstName,Primeiro nome do contato,Especifica o primeiro nome de um determinado contato.,NA,2.0.0,2.0.0,added in V2.0.0,
porfirstReleased,por,firstReleased,Primeira versão lançada,A versão na qual uma parte foi liberada pela primeira vez.,NA,2.0.0,2.0.0,added in V2.0.0,
porfK,por,fK,Chave estrangeira,Chave estrangeira para uma tabela.,NA,2.0.0,2.0.0,added in V2.0.0,
porflagAI,por,flagAI,"AI - Inibição presente, mas abordada","A amostra original foi inibida; no entanto, a inibição foi tratada por meio de diluição. A estimativa de concentração relatada é o resultado atualizado após a abordagem da inibição.",NA,2.0.0,2.0.0,added in V2.0.0,
porflagB,por,flagB,B - Níveis de contaminação de traços,"O resultado analítico pode estar sujeito a níveis de contaminação ""traços""; o analito alvo também foi detectado em controles negativos na mesma execução da amostra.",NA,2.0.0,2.0.0,added in V2.0.0,
porflagFI,por,flagFI,FI - Inibição presente e não abordada,"A amostra original foi inibida; no entanto, a inibição não foi tratada com sucesso. Portanto, nenhuma estimativa de concentração foi relatada.",NA,2.0.0,2.0.0,added in V2.0.0,
porflagJ,por,flagJ,J - Extrapolação de sinal fraco,"O resultado analítico fica abaixo da menor concentração da curva padrão específica do experimento, mas acima do valor de intercepto y; o valor relatado é baseado na extrapolação da curva padrão na região não linear.",NA,2.0.0,2.0.0,added in V2.0.0,
porflagND,por,flagND,ND - Não detectado,Não ocorreu amplificação na reação; não foi detectada.,"Para o valor de uma medida não detectada, informe o valor real, mesmo que esteja abaixo do limite de detecção. O sinalizador aqui garante que ela seja registrada como não detectada de qualquer maneira. Nos casos em que os dados originais não registram um valor, mas apenas o sinalizador, preencha o campo de valor com 0 se estiver lidando com porcentagens variantes e com 1 para todos os outros fins, para indicar um resultado nulo.",2.0.0,2.0.0,added in V2.0.0,
porflagUJ,por,flagUJ,UJ - Extrapolação de sinal de traço,"O ciclo de quantificação observado é maior que o valor de intercepto da curva padrão específica do experimento, mas havia evidências de amplificação clara (ou seja, sinal ""traço"" observado); o valor relatado é baseado na extrapolação da curva padrão na região não linear.",NA,2.0.0,2.0.0,added in V2.0.0,
porflagUQ,por,flagUQ,UQ - Não quantificável,"Não quantificável, o valor de Ct excede o valor máximo da curva padrão. Houve uma detecção, mas não podemos quantificá-la com certeza.",NA,2.0.0,2.0.0,added in V2.0.0,
porflavivirusGrp,por,flavivirusGrp,"Flavivírus (West Nile, Dengue, Zika) Grupo",Um grupo de medidas/métodos relacionados a flavivírus.,Usado para descrever as informações do organismo para medidas gerais.,2.2.0,2.2.0,added in V2.2.0,
porflirtSLipGrp,por,flirtSLipGrp,Grupo de Variantes FLiRT/SLip,O grupo para medidas e métodos relativos às variantes FLiRT e SLip do SARS-CoV-2.,NA,2.2.0,2.2.0,added in V2.2.0,
porflirtV,por,flirtV,Variantes FLiRT,FLiRT é o nome dado a uma família inteira de subvariantes da COVID-19 que estão ganhando predominância. Elas evoluíram da subvariante JN.1.,NA,2.0.0,2.0.0,added in V2.0.0,
porfloat,por,float,Tipo de dados float,O tipo de dado para dados de flutuação.,Usado apenas para as entradas de dicionário de partes.,2.0.0,2.0.0,added in V2.0.0,
porfloc,por,floc,Flocculation,O processo de agregação de partículas suspensas em aglomerados maiores (flocos) usando coagulantes para auxiliar na sedimentação ou filtração.,NA,3.0.0,3.0.0,added in V3.0.0,
porfloMean,por,floMean,Flow- Média normalizada,Medida média normalizada para o fluxo de águas residuais.,"Usado principalmente para relatar alelos específicos (N1, N2, E, etc.)",2.0.0,2.0.0,added in V2.0.0,
porfloor,por,floor,Piso,Andar de um edifício ou sala.,NA,2.0.0,2.0.0,added in V2.0.0,
porfloRate,por,floRate,Taxa de fluxo,Vazão volumétrica de águas residuais no local de coleta da amostra durante o período de 24 horas durante o qual a amostra foi coletada.,"Se apenas uma medição de vazão instantânea estiver disponível, ela pode ser relatada em unidades de milhões de galões por dia.",1.0.0,2.0.0,"description wording, structure",
porflow24hDep,por,flow24hDep,Fluxo proporcional à amostra de 24 horas depreciada,"Uma amostra composta proporcional ao fluxo de 24 horas, geralmente coletada por um amostrador automático.",NA,1.0.0,2.0.0,depreciated,
porflowClass,por,flowClass,Classe de fluxo,Medidas e métodos relacionados ao fluxo.,NA,2.0.0,3.0.0,"partID changed from ""flow"" to ""flowClass""",
porflowInst,por,flowInst,Medidores de fluxo,Instrumentos de medidor de fluxo; usados para medir as vazões de águas residuais para permitir a padronização dos dados da amostra.,NA,3.0.0,3.0.0,added in V3.0.0,
porflowPr,por,flowPr,Fluxo proporcional à amostra,"Uma amostra composta proporcional ao fluxo, geralmente coletada por um amostrador automático.","Use collectionPeriod para descrever quantas horas a amostra foi coletada. O volume de águas residuais coletado é proporcional à vazão em cada instante da amostragem. Isso também é chamado de tempo constante, volume variável (CTVV).",1.0.0,2.0.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,
